	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000204138	254.432014392303	-0.121255386147588	0.1187532347532	-1.0210701746322	0.307221192555053	0.565854580291568
ENSG00000233419	0	NA	NA	NA	NA	NA
ENSG00000235263	0	NA	NA	NA	NA	NA
ENSG00000228176	0	NA	NA	NA	NA	NA
ENSG00000225011	0.203405801934549	1.51049533142579	4.56150878766381	0.331139410607032	0.740539183947401	NA
ENSG00000235069	0	NA	NA	NA	NA	NA
ENSG00000284676	0	NA	NA	NA	NA	NA
ENSG00000237058	0	NA	NA	NA	NA	NA
ENSG00000090020	291.034063964506	0.00757520155268286	0.112965961353006	0.0670573813735908	0.946536022223929	0.971271000576761
ENSG00000157978	156.951712671371	-0.130234086723052	0.15094912158128	-0.862768099335555	0.388264981860259	NA
ENSG00000158006	151.62725900407	-0.181697347936478	0.156848436297809	-1.15842626311868	0.246690126639928	NA
ENSG00000214812	0	NA	NA	NA	NA	NA
ENSG00000196581	4.99870370493511	0.300638416489903	0.893736127824566	0.336383868940919	0.73658141220108	NA
ENSG00000169403	329.663468476427	-0.127066441831588	0.106005546186107	-1.19867729947362	0.230653448186267	0.485947632518528
ENSG00000171612	6.59782544887757	0.388981740399389	0.755175639383499	0.515087775761598	0.606491684495188	NA
ENSG00000270927	0	NA	NA	NA	NA	NA
ENSG00000188910	246.967970350784	-0.218944487785317	0.121348648044384	-1.80425980275641	0.0711905881880173	0.240135664591353
ENSG00000230523	0	NA	NA	NA	NA	NA
ENSG00000158161	117.708897449368	-0.169172007486568	0.1842991745354	-0.917920592498765	0.358660439899548	NA
ENSG00000142627	454.5837123613	-0.0172615727983698	0.0920303614505175	-0.187563892244962	0.851218533631286	0.932053303360228
ENSG00000284668	0	NA	NA	NA	NA	NA
ENSG00000233234	0	NA	NA	NA	NA	NA
ENSG00000142632	19.7075076495589	0.334329181727362	0.433421315836179	0.771372264149853	0.440486310151089	NA
ENSG00000234593	0	NA	NA	NA	NA	NA
ENSG00000189337	40.214018744425	0.341457792956521	0.304450031810388	1.12155610865293	0.262051222385634	NA
ENSG00000225478	0	NA	NA	NA	NA	NA
ENSG00000028137	0	NA	NA	NA	NA	NA
ENSG00000204464	0	NA	NA	NA	NA	NA
ENSG00000283259	0	NA	NA	NA	NA	NA
ENSG00000130939	246.973657303462	-0.116190039091314	0.123290269744051	-0.942410454065214	0.345982537028618	0.60275954108539
ENSG00000175147	15.1692251801579	0.579926009502275	0.488728250150508	1.18660218500502	0.235384573648083	NA
ENSG00000127472	0	NA	NA	NA	NA	NA
ENSG00000060656	229.852335569311	0.170821173900756	0.126638811859281	1.34888484338095	0.177373957249475	0.418961743679612
ENSG00000163867	14.2287407214317	1.1059811470868	0.509255387696979	2.17176130838481	0.0298736714962261	NA
ENSG00000230214	0	NA	NA	NA	NA	NA
ENSG00000189280	161.533360229409	-0.102800972021635	0.149237538583442	-0.688841245958745	0.490923176481329	NA
ENSG00000134698	90.6858538103027	-0.236488096068033	0.199154755912942	-1.18745894359365	0.235046641859922	NA
ENSG00000272420	0.797373015278336	0.646678428808124	2.84881427000587	0.226999153864387	0.820424400115179	NA
ENSG00000132881	5.76250855294416	-0.273691143519576	0.819859903651734	-0.333826721248996	0.738510318351059	NA
ENSG00000273274	0.198851539531208	-0.890958587415171	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000236648	0	NA	NA	NA	NA	NA
ENSG00000232273	3.21282651479261	1.020767261431	1.12119360755955	0.910429077144715	0.362596268938023	NA
ENSG00000009709	0	NA	NA	NA	NA	NA
ENSG00000287396	0	NA	NA	NA	NA	NA
ENSG00000130940	80.9733745808611	0.398797083483521	0.210163307793081	1.89755808314628	0.0577543205936448	NA
ENSG00000163879	10.1183418242232	-0.0976162677193576	0.615947786751994	-0.15848140024028	0.874077475898333	NA
ENSG00000227527	0	NA	NA	NA	NA	NA
ENSG00000116954	22.0320975924972	0.917562092053305	0.409247103544259	2.24207351525965	0.024956621390705	NA
ENSG00000228589	37.9516634821651	-0.132765768050441	0.312444447845253	-0.424925995536324	0.670890623639342	NA
ENSG00000163873	0	NA	NA	NA	NA	NA
ENSG00000117215	0	NA	NA	NA	NA	NA
ENSG00000230163	0.406811603869099	2.50423022166212	4.44732093312283	0.563087364127709	0.573375395363274	NA
ENSG00000227538	0	NA	NA	NA	NA	NA
ENSG00000044012	0	NA	NA	NA	NA	NA
ENSG00000179051	758.119550087613	-0.143755490167734	0.0706023560133222	-2.03612879633376	0.0417374238260722	0.168132268870507
ENSG00000215895	35.4959943953002	0.359928693149261	0.338615346719674	1.06294264756769	0.287807961046092	NA
ENSG00000284650	0	NA	NA	NA	NA	NA
ENSG00000236948	0	NA	NA	NA	NA	NA
ENSG00000126067	602.037615106665	-0.247582851628351	0.0786001513107439	-3.14990299000237	0.0016332468505034	0.0162379831500462
ENSG00000274944	0	NA	NA	NA	NA	NA
ENSG00000272078	0.596843974739727	-0.339851048449664	3.49244022640259	-0.0973104839076173	0.922479830561186	NA
ENSG00000230451	0	NA	NA	NA	NA	NA
ENSG00000231606	0	NA	NA	NA	NA	NA
ENSG00000284632	0	NA	NA	NA	NA	NA
ENSG00000054118	1032.87483974286	-0.189819643186708	0.0603148064802239	-3.1471483415759	0.0016487129365834	0.0163467170003558
ENSG00000254553	0	NA	NA	NA	NA	NA
ENSG00000284653	0	NA	NA	NA	NA	NA
ENSG00000237749	12.090900989519	-0.720118550315259	0.585010666712501	-1.23094943612226	0.218341776283904	NA
ENSG00000276747	0.191709871878029	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000284705	0	NA	NA	NA	NA	NA
ENSG00000228776	0	NA	NA	NA	NA	NA
ENSG00000159339	0	NA	NA	NA	NA	NA
ENSG00000261781	0	NA	NA	NA	NA	NA
ENSG00000284743	0	NA	NA	NA	NA	NA
ENSG00000158315	102.362385283386	0.237462624291103	0.185773083242888	1.27824020652462	0.201164743492357	NA
ENSG00000186973	1.00226743374753	1.2655296341006	2.64192043471546	0.479018829436059	0.631925233338667	NA
ENSG00000146463	273.585154174941	-0.141612769613514	0.11572128392729	-1.22374004856783	0.221050306655454	0.473217918099651
ENSG00000271741	0	NA	NA	NA	NA	NA
ENSG00000142686	32.1371533332556	-0.147602481292456	0.336622384294575	-0.438480885939215	0.661037723071903	NA
ENSG00000224751	0	NA	NA	NA	NA	NA
ENSG00000117148	0	NA	NA	NA	NA	NA
ENSG00000230585	0	NA	NA	NA	NA	NA
ENSG00000117000	100.337822124484	0.667210668345873	0.187820261077367	3.55238920720611	0.0003817497435499	NA
ENSG00000284989	0	NA	NA	NA	NA	NA
ENSG00000231630	0	NA	NA	NA	NA	NA
ENSG00000092853	47.851021043383	-0.142515258177596	0.279698114962362	-0.509532422829429	0.610379077814851	NA
ENSG00000255811	0.409688365265039	2.51346353700156	4.44656973014786	0.565258995031655	0.571897614894261	NA
ENSG00000134697	282.585696155469	-0.294164090937701	0.114198015048342	-2.575912469347	0.00999759514545877	0.0644309301427869
ENSG00000187513	0	NA	NA	NA	NA	NA
ENSG00000230138	0	NA	NA	NA	NA	NA
ENSG00000223390	0.20628256333049	1.520705653783	4.56070719774432	0.333436370248703	0.738804912891772	NA
ENSG00000284720	0	NA	NA	NA	NA	NA
ENSG00000225671	0.194596968729183	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000116151	8.97562442388288	0.334445924141647	0.630928352050238	0.53008542579335	0.596052703400367	NA
ENSG00000006555	41.2580351007407	-0.292202496572058	0.29627013988578	-0.986270491804234	0.324000395852148	NA
ENSG00000236111	0.194596968729183	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000066056	0	NA	NA	NA	NA	NA
ENSG00000214114	35.6707067125405	-0.236330750349286	0.323979309384614	-0.7294624795583	0.465718811017472	NA
ENSG00000116544	0	NA	NA	NA	NA	NA
ENSG00000231900	0	NA	NA	NA	NA	NA
ENSG00000236723	2.22798786298306	1.46696554427062	1.53609053168771	0.954999405314252	0.339577997695651	NA
ENSG00000232467	0	NA	NA	NA	NA	NA
ENSG00000117016	8.08916876524802	-0.792561093468942	0.717045302450232	-1.10531523009866	0.269023020834318	NA
ENSG00000169213	56.0141681768814	-0.515006891351145	0.258879570067454	-1.9893686134327	0.0466605313670295	NA
ENSG00000163866	142.662740910853	-0.0319212038632352	0.160446096490649	-0.198952823168843	0.842299648438193	NA
ENSG00000237130	0	NA	NA	NA	NA	NA
ENSG00000232335	1.79342935652555	-0.347996335172247	1.61012156135032	-0.216130473329232	0.828886046742889	NA
ENSG00000260971	0.386306840607212	-1.77475446913971	4.52487826499004	-0.392221484248839	0.694894571214852	NA
ENSG00000284696	0	NA	NA	NA	NA	NA
ENSG00000238242	0	NA	NA	NA	NA	NA
ENSG00000285839	0	NA	NA	NA	NA	NA
ENSG00000232762	0	NA	NA	NA	NA	NA
ENSG00000162384	64.3024174908342	-0.204174069689235	0.244943702339462	-0.833555089349773	0.404531742171328	NA
ENSG00000162391	0.784009919669628	-2.79275348363936	2.91847808724307	-0.956921176090625	0.338607041927138	NA
ENSG00000117859	408.946911630851	-0.0415007401951421	0.101875367878719	-0.407367757872031	0.683737903916285	0.849074560397967
ENSG00000228121	0.194596968729183	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000253313	19.9198278566529	0.0715761296912128	0.430960881211521	0.166084980822383	0.86809007356724	NA
ENSG00000162396	13.335596223661	-0.283782204758838	0.542788039509879	-0.522823246096368	0.6010972611686	NA
ENSG00000284686	0	NA	NA	NA	NA	NA
ENSG00000162378	76.000926925004	-0.203864364887371	0.220610297474574	-0.924092697490095	0.35543805501853	NA
ENSG00000233079	0	NA	NA	NA	NA	NA
ENSG00000259818	0	NA	NA	NA	NA	NA
ENSG00000229444	0	NA	NA	NA	NA	NA
ENSG00000240563	7.32957141706243	-0.582690797557394	0.751134737545403	-0.775747370520423	0.437898164215607	NA
ENSG00000234318	0	NA	NA	NA	NA	NA
ENSG00000284773	0.194596968729183	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000234481	0	NA	NA	NA	NA	NA
ENSG00000117862	11.2824164856341	-0.578938424624369	0.590960162362735	-0.97965727894364	0.327255320683794	NA
ENSG00000235612	0	NA	NA	NA	NA	NA
ENSG00000228369	0	NA	NA	NA	NA	NA
ENSG00000227485	0	NA	NA	NA	NA	NA
ENSG00000224609	1.02110503145723	2.55586693039416	2.44782176346088	1.04413931134451	0.296420940307862	NA
ENSG00000235545	0	NA	NA	NA	NA	NA
ENSG00000236646	0.194596968729183	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000232198	0	NA	NA	NA	NA	NA
ENSG00000238063	0	NA	NA	NA	NA	NA
ENSG00000227104	0	NA	NA	NA	NA	NA
ENSG00000243725	3.36919024672062	-0.61055659960079	1.13663198115695	-0.5371629601512	0.591155054090233	NA
ENSG00000171872	0	NA	NA	NA	NA	NA
ENSG00000162407	16.3698716419755	0.516287541764275	0.475516522772697	1.08574048858249	0.277593822185738	NA
ENSG00000285079	0	NA	NA	NA	NA	NA
ENSG00000163877	79.6742058742499	-0.182557955891351	0.228861553857527	-0.797678565116265	0.425057045814889	NA
ENSG00000228929	21.1220244537532	0.329175113088479	0.408140322398255	0.806524361901386	0.419940566788157	NA
ENSG00000224570	0	NA	NA	NA	NA	NA
ENSG00000224980	0	NA	NA	NA	NA	NA
ENSG00000278967	0	NA	NA	NA	NA	NA
ENSG00000157184	132.009353473732	-0.197023029889104	0.165923961344444	-1.18742964122042	0.235058193936187	NA
ENSG00000198815	311.245247274745	-0.0351674194918113	0.107879940600385	-0.325986641224439	0.744434462311593	0.876562471283047
ENSG00000134744	260.946736340612	-0.131777545420351	0.117408550384377	-1.12238457070573	0.261698961882813	0.51754580504038
ENSG00000233910	0	NA	NA	NA	NA	NA
ENSG00000287703	0	NA	NA	NA	NA	NA
ENSG00000283039	0	NA	NA	NA	NA	NA
ENSG00000229032	0.203405801934549	1.51049533142579	4.56150878766381	0.331139410607032	0.740539183947401	NA
ENSG00000229294	0	NA	NA	NA	NA	NA
ENSG00000234088	0	NA	NA	NA	NA	NA
ENSG00000236973	0	NA	NA	NA	NA	NA
ENSG00000277397	0	NA	NA	NA	NA	NA
ENSG00000235446	0	NA	NA	NA	NA	NA
ENSG00000162385	159.362501652997	-0.292869364799189	0.156665644104837	-1.86939112574808	0.0615684183186391	NA
ENSG00000234264	0	NA	NA	NA	NA	NA
ENSG00000223883	0.20628256333049	1.520705653783	4.56070719774432	0.333436370248703	0.738804912891772	NA
ENSG00000237227	0	NA	NA	NA	NA	NA
ENSG00000275350	0	NA	NA	NA	NA	NA
ENSG00000116652	3.39970310357641	0.136072440307021	1.10725850053324	0.12289130337811	0.902193172324776	NA
ENSG00000123080	19.9990735605166	-0.518845512828946	0.432753241877663	-1.19894078800598	0.230550970310049	NA
ENSG00000285778	0	NA	NA	NA	NA	NA
ENSG00000233407	0	NA	NA	NA	NA	NA
ENSG00000225675	0.198851539531208	-0.890958587415171	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000237622	0	NA	NA	NA	NA	NA
ENSG00000162598	0	NA	NA	NA	NA	NA
ENSG00000280317	0	NA	NA	NA	NA	NA
ENSG00000162415	0.586825545690607	-0.326929822508331	3.80055134319404	-0.0860216829049792	0.93144918064716	NA
ENSG00000162600	35.5619595929371	0.589924324878791	0.317042804419172	1.86070876441918	0.0627853154904719	NA
ENSG00000116704	110.017845099446	0.288044112382113	0.177565452847141	1.62218555334679	0.104763624013034	NA
ENSG00000157193	64.6055266312559	-0.022199629432391	0.240186272900348	-0.0924267201631523	0.926359010667056	NA
ENSG00000116205	104.15476572782	-0.0876851477354823	0.1856897130074	-0.472213276197953	0.63677456440419	NA
ENSG00000198841	4.1508917818313	-0.338747414295131	0.997218279514517	-0.339692343445655	0.734088228293965	NA
ENSG00000234204	0	NA	NA	NA	NA	NA
ENSG00000233099	0	NA	NA	NA	NA	NA
ENSG00000233994	22.0714112587649	-0.231737022603474	0.423392267829138	-0.547334092310332	0.584149225912406	NA
ENSG00000233973	0	NA	NA	NA	NA	NA
ENSG00000132854	77.0415015605826	-0.168408944604288	0.220883886874394	-0.762432004377274	0.445802210951166	NA
ENSG00000227556	0	NA	NA	NA	NA	NA
ENSG00000162607	32.1234198636179	0.352176670125414	0.344073469149456	1.02355078697578	0.306047500078852	NA
ENSG00000285954	0	NA	NA	NA	NA	NA
ENSG00000233333	0	NA	NA	NA	NA	NA
ENSG00000154027	0	NA	NA	NA	NA	NA
ENSG00000234108	0	NA	NA	NA	NA	NA
ENSG00000232676	0.198851539531208	-0.890958587415171	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000225167	0	NA	NA	NA	NA	NA
ENSG00000213579	0	NA	NA	NA	NA	NA
ENSG00000137960	1.80223818973091	0.327094538230986	1.5770688818372	0.207406627572245	0.835692307082962	NA
ENSG00000237852	0	NA	NA	NA	NA	NA
ENSG00000116745	0	NA	NA	NA	NA	NA
ENSG00000132855	0	NA	NA	NA	NA	NA
ENSG00000285407	0	NA	NA	NA	NA	NA
ENSG00000270549	0	NA	NA	NA	NA	NA
ENSG00000237163	0	NA	NA	NA	NA	NA
ENSG00000229636	0	NA	NA	NA	NA	NA
ENSG00000116675	18.0087491861582	-0.365769921293367	0.458468505596166	-0.797808174015663	0.424981817111283	NA
ENSG00000162433	340.704571414436	-0.140499160428837	0.105636692409866	-1.33002233621349	0.183510912086967	0.426845786233738
ENSG00000213625	211.481488052316	0.0587399694324307	0.130647220158044	0.449607495370916	0.65299348256763	0.830099851562724
ENSG00000227207	0.389193937458367	-1.78409887104515	4.52412951368813	-0.394351856118887	0.693321282995482	NA
ENSG00000227016	0	NA	NA	NA	NA	NA
ENSG00000233664	0	NA	NA	NA	NA	NA
ENSG00000158966	33.097186074006	-0.447839917832727	0.339750381212172	-1.31814397451126	0.187455456151956	NA
ENSG00000213703	0	NA	NA	NA	NA	NA
ENSG00000203965	39.9876102813199	0.0910573590199947	0.308479559007127	0.295181176065837	0.767855480997886	NA
ENSG00000223479	0	NA	NA	NA	NA	NA
ENSG00000233674	0	NA	NA	NA	NA	NA
ENSG00000153898	8.52234946229944	-0.241327984040663	0.671716366412078	-0.359270662600792	0.719392619101185	NA
ENSG00000117069	15.1068014801131	-0.120776538578688	0.4927586528857	-0.245102826447378	0.806376814478246	NA
ENSG00000125703	17.4978584727562	0.125661677597517	0.464881835013079	0.270308857290545	0.786922651780134	NA
ENSG00000285041	0	NA	NA	NA	NA	NA
ENSG00000285808	0	NA	NA	NA	NA	NA
ENSG00000229440	0	NA	NA	NA	NA	NA
ENSG00000234144	0	NA	NA	NA	NA	NA
ENSG00000277670	0	NA	NA	NA	NA	NA
ENSG00000227466	0	NA	NA	NA	NA	NA
ENSG00000230498	0.191709871878029	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000285782	0	NA	NA	NA	NA	NA
ENSG00000162618	1.40136899312646	0.219408668070934	2.03726914185897	0.107697438479202	0.914235701493575	NA
ENSG00000224493	0	NA	NA	NA	NA	NA
ENSG00000131233	0	NA	NA	NA	NA	NA
ENSG00000272371	0	NA	NA	NA	NA	NA
ENSG00000287647	0	NA	NA	NA	NA	NA
ENSG00000229225	0	NA	NA	NA	NA	NA
ENSG00000225598	0	NA	NA	NA	NA	NA
ENSG00000286455	0	NA	NA	NA	NA	NA
ENSG00000225087	0.604285333994222	1.55169402001756	3.36049065756846	0.461746268070363	0.644263287123236	NA
ENSG00000230053	0	NA	NA	NA	NA	NA
ENSG00000137941	23.0119968180414	-0.160424267239223	0.399149331380529	-0.401915410165833	0.687746281205704	NA
ENSG00000224326	0	NA	NA	NA	NA	NA
ENSG00000286548	0	NA	NA	NA	NA	NA
ENSG00000066135	203.511528574221	-0.150420854222479	0.136883857036225	-1.09889403673562	0.271814288036683	0.52825943216176
ENSG00000272094	0.191709871878029	-0.89095858741517	4.56207316163209	-0.195296865229673	0.845160551008017	NA
ENSG00000228853	0	NA	NA	NA	NA	NA
ENSG00000232453	0.58515838013842	-2.37196994133722	3.46628459415934	-0.684297517097693	0.493787314517056	NA
ENSG00000284895	0	NA	NA	NA	NA	NA
ENSG00000117174	153.292569649673	-0.0511217434267921	0.154266027832087	-0.331386917425761	0.740352245550318	NA
ENSG00000237413	0	NA	NA	NA	NA	NA
ENSG00000184313	0	NA	NA	NA	NA	NA
ENSG00000284645	0	NA	NA	NA	NA	NA
ENSG00000225446	0	NA	NA	NA	NA	NA
ENSG00000288543	0.393448508260391	-1.79772323032878	4.52304625061285	-0.397458511525324	0.691029375206304	NA
ENSG00000122420	0.400879532059673	0.558937293750916	4.5607056065307	0.122555003978013	0.902459487370773	NA
ENSG00000284240	0	NA	NA	NA	NA	NA
ENSG00000236290	0	NA	NA	NA	NA	NA
ENSG00000143013	60.8102829073675	-0.137219954950881	0.243783687115598	-0.562875869892858	0.573519412491032	NA
ENSG00000226084	586.066588803411	-0.277944053830623	0.0829920971355848	-3.34904241998541	0.000810913791975899	0.00900488576997237
ENSG00000134748	87.4756790081269	0.0293037801436294	0.203510157670183	0.143991732300263	0.885506998269379	NA
ENSG00000142892	78.2034394767743	0.0363277499427765	0.223735965252426	0.16236884356876	0.871015404472379	NA
ENSG00000287743	0	NA	NA	NA	NA	NA
ENSG00000229332	0	NA	NA	NA	NA	NA
ENSG00000227937	0	NA	NA	NA	NA	NA
ENSG00000229752	0.20628256333049	1.520705653783	4.56070719774432	0.333436370248703	0.738804912891772	NA
ENSG00000237505	1.56830919548536	-2.14692940767201	2.0694574501947	-1.03743587840862	0.299532764676922	NA
ENSG00000285462	0	NA	NA	NA	NA	NA
ENSG00000233216	0	NA	NA	NA	NA	NA
ENSG00000197273	0	NA	NA	NA	NA	NA
ENSG00000226804	0	NA	NA	NA	NA	NA
ENSG00000230728	0	NA	NA	NA	NA	NA
ENSG00000232846	0	NA	NA	NA	NA	NA
ENSG00000230787	0	NA	NA	NA	NA	NA
ENSG00000116641	208.222931200793	0.10340010012829	0.135858803933511	0.761085017198399	0.446606288935029	0.690731628544519
ENSG00000237453	0	NA	NA	NA	NA	NA
ENSG00000172260	0.601398237143068	1.55169398848371	3.37023147423832	0.460411695856705	0.645220741197215	NA
ENSG00000285473	0	NA	NA	NA	NA	NA
ENSG00000237959	0	NA	NA	NA	NA	NA
ENSG00000231364	0	NA	NA	NA	NA	NA
ENSG00000234578	0	NA	NA	NA	NA	NA
ENSG00000137944	15.6112043749595	0.880638257335318	0.483181878542934	1.82258130207809	0.0683668296815093	NA
ENSG00000229505	0	NA	NA	NA	NA	NA
ENSG00000228187	0	NA	NA	NA	NA	NA
ENSG00000182183	1.00486517445258	0.0653917033700615	2.4757608292848	0.0264127708123373	0.978928108068959	NA
ENSG00000236407	0.20628256333049	1.520705653783	4.56070719774432	0.333436370248703	0.738804912891772	NA
ENSG00000271949	0	NA	NA	NA	NA	NA
ENSG00000227062	0	NA	NA	NA	NA	NA
ENSG00000067334	218.894382317887	-0.00775158865379058	0.128090230451468	-0.0605166266503641	0.951744173967038	0.974977213694874
ENSG00000235011	0	NA	NA	NA	NA	NA
ENSG00000226938	0	NA	NA	NA	NA	NA
ENSG00000213559	0	NA	NA	NA	NA	NA
ENSG00000287587	0	NA	NA	NA	NA	NA
ENSG00000142949	1674.03236989978	0.0578908320599222	0.0508751934717359	1.13789900557496	0.255162656567668	0.511100971315506
ENSG00000116133	2144.84011636611	-0.0646474880582296	0.0418454350716111	-1.5449113612416	0.122367704985843	0.336414839012862
ENSG00000232882	9.16830160643712	0.143647124453015	0.653381851538631	0.219851720880744	0.825986637479532	NA
ENSG00000171502	0.607162095390163	1.56038995594078	3.62095777960945	0.430932932918396	0.666517136611975	NA
ENSG00000116157	2.36113828381557	-1.67217177517567	1.54533465475565	-1.08207744518618	0.279218116984828	NA
ENSG00000143036	44.4943901888597	0.0287956170139765	0.285224320927113	0.100957789715748	0.919583967840688	NA
ENSG00000230817	0	NA	NA	NA	NA	NA
ENSG00000065243	167.616392963054	0.198858977281501	0.15304341426404	1.29936317898931	0.19381932176746	0.439933290728781
